id,assignment_id,question_id,attempt,replay_path,partial,console_log,network_log,recorded_from,recorded_to,created_at
9c7d8419-cb5a-46d2-ada7-0d9648543f34,d3949252-5e73-436e-b0ae-c45f94c6cbb3,72a5f440-eebe-48a9-a700-edb75bfae7c9,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/72a5f440-eebe-48a9-a700-edb75bfae7c9/0.rrweb,f,[],"[{""ms"": 198, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:46.879715+00,2026-06-13 05:15:46.896025+00,2026-06-13 05:15:46.879715+00
b045663e-8d6e-40a7-8ca0-d4fb26f8b529,d3949252-5e73-436e-b0ae-c45f94c6cbb3,acd035cd-c15b-455f-a4fc-00bc0fa23be9,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/acd035cd-c15b-455f-a4fc-00bc0fa23be9/0.rrweb,f,[],[],2026-06-13 05:15:47.173772+00,2026-06-13 05:15:47.185153+00,2026-06-13 05:15:47.173772+00
a26b8626-ca21-4716-b981-50caf26ce551,d3949252-5e73-436e-b0ae-c45f94c6cbb3,e36d8705-d45c-45ee-9e3c-434181610b9f,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/e36d8705-d45c-45ee-9e3c-434181610b9f/0.rrweb,f,[],[],2026-06-13 05:15:47.436473+00,2026-06-13 05:15:47.449596+00,2026-06-13 05:15:47.436473+00
a58d5677-7bd0-466d-8616-262e19a12dba,d3949252-5e73-436e-b0ae-c45f94c6cbb3,d9bbc2ff-ee1b-4163-bfe8-9db11704a348,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/d9bbc2ff-ee1b-4163-bfe8-9db11704a348/0.rrweb,f,[],[],2026-06-13 05:15:47.760572+00,2026-06-13 05:15:47.776164+00,2026-06-13 05:15:47.760572+00
2353ae2d-c367-491a-80eb-a2d165260e82,d3949252-5e73-436e-b0ae-c45f94c6cbb3,9ea9d09a-6c30-4edb-b854-42e633a86f68,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/9ea9d09a-6c30-4edb-b854-42e633a86f68/0.rrweb,f,[],[],2026-06-13 05:15:48.251556+00,2026-06-13 05:15:48.262054+00,2026-06-13 05:15:48.251556+00
7b88e553-c1bc-4b3b-9158-74196d8c2318,d3949252-5e73-436e-b0ae-c45f94c6cbb3,b0c5f4ba-f34e-46b1-b28f-7933d83a98c2,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/b0c5f4ba-f34e-46b1-b28f-7933d83a98c2/0.rrweb,f,[],"[{""ms"": 192, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:48.786315+00,2026-06-13 05:15:48.800909+00,2026-06-13 05:15:48.786315+00
d51857ee-cd2b-4d31-93af-6c65bfc47aba,d3949252-5e73-436e-b0ae-c45f94c6cbb3,957ebb3c-28d6-4fad-82ac-b47d7c4d7457,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/957ebb3c-28d6-4fad-82ac-b47d7c4d7457/0.rrweb,f,[],"[{""ms"": 188, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:49.267495+00,2026-06-13 05:15:49.283843+00,2026-06-13 05:15:49.267495+00
45d5df54-4bda-4005-99c2-3d80796bafee,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4c6181f3-5932-44bc-b733-e85de828f898,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/4c6181f3-5932-44bc-b733-e85de828f898/0.rrweb,f,[],"[{""ms"": 185, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:49.744436+00,2026-06-13 05:15:49.761906+00,2026-06-13 05:15:49.744436+00
53771a80-224a-4459-9025-283ce09c0fbf,d3949252-5e73-436e-b0ae-c45f94c6cbb3,fa38fe62-e3f5-43e3-9049-d3295d5289cb,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/fa38fe62-e3f5-43e3-9049-d3295d5289cb/0.rrweb,f,[],"[{""ms"": 189, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:50.2232+00,2026-06-13 05:15:50.235895+00,2026-06-13 05:15:50.2232+00
77407bb3-cc7d-47d6-a5c3-ba363970cf20,d3949252-5e73-436e-b0ae-c45f94c6cbb3,0cb0ca81-dc80-409e-8138-e9be70686dcf,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/0cb0ca81-dc80-409e-8138-e9be70686dcf/0.rrweb,f,[],"[{""ms"": 185, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:50.730473+00,2026-06-13 05:15:50.744667+00,2026-06-13 05:15:50.730473+00
f65cc1dd-d754-43a7-bc1c-c8111689b5a0,d3949252-5e73-436e-b0ae-c45f94c6cbb3,32ac0db7-e65c-462b-bf4b-d3601f7e7a93,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/32ac0db7-e65c-462b-bf4b-d3601f7e7a93/0.rrweb,f,[],"[{""ms"": 188, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:51.21391+00,2026-06-13 05:15:51.23095+00,2026-06-13 05:15:51.21391+00
14dbf98d-8d8c-4268-90bf-f7c4bc147b65,d3949252-5e73-436e-b0ae-c45f94c6cbb3,c1628949-3bb2-4784-a989-69932ad5f294,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/c1628949-3bb2-4784-a989-69932ad5f294/0.rrweb,f,[],"[{""ms"": 197, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:51.739423+00,2026-06-13 05:15:51.754394+00,2026-06-13 05:15:51.739423+00
eda3cbc4-b0c1-490b-a733-c1271f980450,d3949252-5e73-436e-b0ae-c45f94c6cbb3,14b402e0-e2c1-4cc8-aab8-418d88d28057,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/14b402e0-e2c1-4cc8-aab8-418d88d28057/0.rrweb,f,[],"[{""ms"": 185, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:52.192079+00,2026-06-13 05:15:52.204525+00,2026-06-13 05:15:52.192079+00
9b210091-b7b8-48cd-860b-2d9b0d7ededd,d3949252-5e73-436e-b0ae-c45f94c6cbb3,07f85c47-4943-41ae-8ada-7b90e76ebd69,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/07f85c47-4943-41ae-8ada-7b90e76ebd69/0.rrweb,f,[],"[{""ms"": 185, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:52.697551+00,2026-06-13 05:15:52.710848+00,2026-06-13 05:15:52.697551+00
c34fa7d7-1431-4fd0-8f11-7bcfe2c35aee,d3949252-5e73-436e-b0ae-c45f94c6cbb3,18dd2a3b-d96c-4d0b-855e-ac8ee61b944e,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/18dd2a3b-d96c-4d0b-855e-ac8ee61b944e/0.rrweb,f,[],"[{""ms"": 186, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:53.200843+00,2026-06-13 05:15:53.215437+00,2026-06-13 05:15:53.200843+00
65d5d92e-c9f2-48fc-815e-70a15840329f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,aad3b6b5-8f71-47c9-8815-8bbb71d3398c,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/aad3b6b5-8f71-47c9-8815-8bbb71d3398c/0.rrweb,f,[],[],2026-06-13 05:15:53.638589+00,2026-06-13 05:15:53.654562+00,2026-06-13 05:15:53.638589+00
ef471c18-58a4-4ab5-b2b7-2dc99342c1ee,d3949252-5e73-436e-b0ae-c45f94c6cbb3,a04abc8b-fd1b-49bf-a3bf-e210af8ecd33,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/a04abc8b-fd1b-49bf-a3bf-e210af8ecd33/0.rrweb,f,[],"[{""ms"": 184, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:54.172487+00,2026-06-13 05:15:54.186849+00,2026-06-13 05:15:54.172487+00
82ce376f-226a-4086-bfb5-e6ec01d869f8,d3949252-5e73-436e-b0ae-c45f94c6cbb3,4c6c089d-e2c4-48dd-8dba-f5f3e23e2ca5,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/4c6c089d-e2c4-48dd-8dba-f5f3e23e2ca5/0.rrweb,f,[],"[{""ms"": 188, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:54.96466+00,2026-06-13 05:15:54.978831+00,2026-06-13 05:15:54.96466+00
5d85c4cb-1a05-4874-94d6-5a76dccb95a5,d3949252-5e73-436e-b0ae-c45f94c6cbb3,ffe3075b-a2b3-4493-8bb6-206b1c40243b,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/ffe3075b-a2b3-4493-8bb6-206b1c40243b/0.rrweb,f,[],"[{""ms"": 183, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:55.568898+00,2026-06-13 05:15:55.577006+00,2026-06-13 05:15:55.568898+00
01160878-ab98-45f1-be77-2a32e1e7653b,d3949252-5e73-436e-b0ae-c45f94c6cbb3,3f66c02a-6a3d-4d9e-ae30-937df8f2a247,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/3f66c02a-6a3d-4d9e-ae30-937df8f2a247/0.rrweb,f,[],"[{""ms"": 183, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:56.4493+00,2026-06-13 05:15:56.458519+00,2026-06-13 05:15:56.4493+00
c83e0131-3845-4a7a-b40a-ac17e218c1ce,d3949252-5e73-436e-b0ae-c45f94c6cbb3,0885d6c6-a714-4ef5-8a61-df306f176f01,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/0885d6c6-a714-4ef5-8a61-df306f176f01/0.rrweb,f,[],[],2026-06-13 05:15:56.877521+00,2026-06-13 05:15:56.892595+00,2026-06-13 05:15:56.877521+00
5880b781-774e-4acc-8c65-9b4beb0ab38a,d3949252-5e73-436e-b0ae-c45f94c6cbb3,70a8f081-be4a-4997-8ff2-92925cb98b44,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/70a8f081-be4a-4997-8ff2-92925cb98b44/0.rrweb,f,[],"[{""ms"": 186, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:57.376093+00,2026-06-13 05:15:57.390674+00,2026-06-13 05:15:57.376093+00
fefdedf1-b373-4e98-adc9-edd16810299f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,209e6e99-22db-4754-8393-232060395652,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/209e6e99-22db-4754-8393-232060395652/0.rrweb,f,[],"[{""ms"": 187, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:57.904813+00,2026-06-13 05:15:57.919803+00,2026-06-13 05:15:57.904813+00
210f29fe-ff28-4055-9ee5-d579cb2dd18f,d3949252-5e73-436e-b0ae-c45f94c6cbb3,bf7ef981-d1fe-4c39-bd89-9e27b977dbef,0,/var/evidence/d3949252-5e73-436e-b0ae-c45f94c6cbb3/bf7ef981-d1fe-4c39-bd89-9e27b977dbef/0.rrweb,f,[],"[{""ms"": 189, ""url"": ""/api/portal/questionnaires/d3949252-5e73-436e-b0ae-c45f94c6cbb3/answer"", ""status"": 200}]",2026-06-13 05:15:58.407127+00,2026-06-13 05:15:58.419906+00,2026-06-13 05:15:58.407127+00
d8200e5e-6831-4ffc-b019-0857d2cf4e3b,54b619f6-225a-414c-9e66-91278394bf52,9fdd5a19-b8b6-43a7-885e-58c3f14ea85c,0,/var/evidence/54b619f6-225a-414c-9e66-91278394bf52/9fdd5a19-b8b6-43a7-885e-58c3f14ea85c/0.rrweb,f,[],[],2026-06-13 05:17:54.210084+00,2026-06-13 05:17:54.223289+00,2026-06-13 05:17:54.210084+00
